Data/InitialText,Data/Label,Data/Mood
Get out of the way he said,5,Anger
As Harry moved aside he felt the Sorcerers Stone against his leg,1,Happy
Dare he make a break for it? But he had not walked five paces before a high voice spoke though Quirrell was not moving his lips,6,Fear
He lies He lies,5,Anger
Potter come back here Quirrell shouted,5,Anger
The high voice spoke again,6,Fear
Master you are not strong enough,4,Sad
Harry felt as if Devils Snare was rooting him to the spot,6,Fear
He could not move a muscle,6,Fear
Petrified he watched as Quirrell reached up and began to unwrap his turban,6,Fear
What was going on? The turban fell away,3,Excite
Quirrells head looked strangely small without it,1,Happy
Then he turned slowly on the spot,1,Happy
Harry would have screamed but he could not make a sound,6,Fear
Where there should have been a back to Quirrells head there was a face the most terrible face Harry had ever seen,6,Fear
It was chalk white with glaring red eyes and slits for nostrils like a snake,6,Fear
Harry Potter it whispered,5,Anger
Harry tried to take a step backward but his legs would not move,6,Fear
See what I have become? the face said,3,Excite
Mere shadow and vapor I have form only when I can share anothers body but there have always been those willing to let me into their hearts and minds,2,Love
Unicorn blood has strengthened me these past weeks you saw faithful Quirrell drinking it for me in the forest and once I have the Elixir of Life I will be able to create a body of my own,1,Happy
Now why do not you give me that Stone in your pocket?,3,Excite
So he knew,0,Neutral
The feeling suddenly surged back into Harrys legs,3,Excite
He stumbled backward,6,Fear
Do not be a fool snarled the face,5,Anger
Better save your own life and join me or you will meet the same end as your parents,5,Anger
They died begging me for mercy,4,Sad
LIAR Harry shouted suddenly,5,Anger
Quirrell was walking backward at him so that Voldemort could still see him,1,Happy
The evil face was now smiling,1,Happy
How touching it hissed,5,Anger
I always value bravery Yes boy your parents were brave,2,Love
I killed your father first.,5,Anger
and he put up a courageous fight but your mother need not have died she was trying to protect you,2,Love
Now give me the Stone unless you want her to have died in vain,4,Sad
NEVER,0,Neutral
Harry sprang toward the flame door but Voldemort screamed SEIZE HIM,5,Anger
and the next second Harry felt Quirrells hand close on his wrist,6,Fear
At once a needle-sharp pain seared across Harrys scar.,6,Fear
his head felt as though it was about to split in two.,6,Fear
he yelled struggling with all his might and to his surprise Quirrell let go of him,5,Anger
The pain in his head lessened he looked around wildly to see where Quirrell had gone and saw him hunched in pain looking at his fingers they were blistering before his eyes,3,Excite
Seize him SEIZE HIM shrieked Voldemort again and Quirrell lunged knocking Harry clean off his feet landing on top of him both hands around Harrys neck,5,Anger
Harrys scar was almost blinding him with pain you are he could see Quirrell howling in agony,4,Sad
Master I cannot hold him my hands my hands,4,Sad
And Quirrell though pinning Harry to the ground with his knees let go of his neck and stared bewildered at his own palms Harry could see they looked burned raw red and shiny,4,Sad
Then kill him fool and be done screeched Voldemort,5,Anger
Quirrell raised his hand to perform a deadly curse but Harry by instinct reached up and grabbed Quirrells face AAAARGH,5,Anger
Quirrell rolled off him his face blistering too and then Harry knew Quirrell could not touch his bare skin not without suffering terrible pain,4,Sad
his only chance was to keep hold of Quirrell keep him in enough pain to stop him from doing a curse,3,Excite
Harry jumped to his feet caught Quirrell by the arm and hung on as tight as he could,5,Anger
Quirrell screamed and tried to throw Harry off the pain in Harrys head was building,4,Sad
he could not see he could only hear Quirrells terrible shrieks and Voldemorts yells of KILL HIM KILL HIM and other voices maybe in Harrys own head crying Harry Harry,5,Anger
He felt Quirrells arm wrenched from his grasp knew all was lost and fell into blackness down down down,4,Sad
Something gold was glinting just above him,3,Excite
The Snitch He tried to catch it but his arms were too heavy,4,Sad
He blinked,0,Neutral
It was a pair of glasses,0,Neutral
How strange,0,Neutral
He blinked again,0,Neutral
The smiling face of Albus Dumbledore swam into view above him,2,Love
Good afternoon Harry said Dumbledore,2,Love
Harry stared at him,6,Fear
Then he remembered Sir The Stone It was Quirrell He is got the Stone Sir quick,3,Excite
Calm yourself dear boy you are a little behind the times said Dumbledore,1,Happy
Harry please relax or Madam Pomfrey will have me thrown out,6,Fear
Harry swallowed and looked around him,6,Fear
He realized he must be in the hospital wing,4,Sad
He was lying in a bed with white linen sheets and next to him was a table piled high with what looked like half the candy shop,2,Love
Tokens from your friends and admirers said Dumbledore beaming,2,Love
What happened down in the dungeons between you and Professor Quirrell is a complete secret so naturally the whole school knows,1,Happy
I believe your friends Misters Fred and George Weasley were responsible for trying to send you a toilet seat,1,Happy
No doubt they thought it would amuse you,2,Love
Madam Pomfrey however felt it might not be very hygienic and confiscated it,4,Sad
How long have I been in here?,3,Excite
Three days,0,Neutral
Mr Ronald Weasley and Miss Granger will be most relieved you have come round they have been extremely worried,4,Sad
Very well the Stone,0,Neutral
Professor Quirrell did not manage to take it from you,4,Sad
I arrived in time to prevent that although you were doing very well on your own I must say,1,Happy
You got there? You got Hermiones owl?,3,Excite
We must have crossed in midair,1,Happy
No sooner had I reached London than it became clear to me that the place I should be was the one I had just left,4,Sad
I arrived just in time to pull Quirrell off you,1,Happy
It was you,0,Neutral
I feared I might be too late,6,Fear
You nearly were I could not have kept him off the Stone much longer,4,Sad
Not the Stone boy you the effort involved nearly killed you,2,Love
For one terrible moment there I was afraid it had,6,Fear
As for the Stone it has been destroyed,4,Sad
Destroyed? said Harry blankly,0,Neutral
But your friend Nicolas Flamel,0,Neutral
Oh you know about Nicolas? said Dumbledore sounding quite delighted,2,Love
You did do the thing properly did not you? Well Nicolas and I have had a little chat and agreed its all for the best,1,Happy
But that means he and his wife will die will not they?,4,Sad
They have enough Elixir stored to set their affairs in order and then yes they will die,4,Sad
Dumbledore smiled at the look of amazement on Harrys face,2,Love
To one as young as you I am sure it seems incredible but to Nicolas and Perenelle it really is like going to bed after a very very long day,2,Love
After all to the well-organized mind death is but the next great adventure,3,Excite
You know the Stone was really not such a wonderful thing,4,Sad
As much money and life as you could want The two things most human beings would choose above all the trouble is humans do have a knack of choosing precisely those things that are worst for them,4,Sad
Harry lay there lost for words,4,Sad
Dumbledore hummed a little and smiled at the ceiling,2,Love
Sir? said Harry,0,Neutral
I have been thinking sir even if the Stones gone Vol- I mean You-Know- Who,3,Excite
Call him Voldemort Harry,0,Neutral
Fear of a name increases fear of the thing itself,6,Fear
Yes sir,0,Neutral
Well Voldemorts going to try other ways of coming back is not he? I mean he has not gone has he?,6,Fear
No Harry he has not,0,Neutral
He is still out there somewhere perhaps looking for another body to share not being truly alive he cannot be killed,3,Excite
He left Quirrell to die.,4,Sad
he shows just as little mercy to his followers as his enemies,4,Sad
Nevertheless Harry while you may only have delayed his return to power,4,Sad
it will merely take someone else who is prepared to fight what seems a losing battle next time and if he is delayed again and again why he may never return to power,4,Sad
